,Date,Year,Month,Startup,IndustryVertical,SubVertical,City,InvestorName,InvestmentType,NewAmount
3089,2016-12-12,2016.0,12.0,UrbanPiper,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,Bengaluru,"Axilor, undisclosed investors",Seed Funding,0.0
3090,2016-12-12,2016.0,12.0,Fresh Food Concepts,Food & Beverage,Cold Press Juice manufacturer & seller,Delhi,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,2000000.0
3091,2016-12-13,2016.0,12.0,Indifi,Consumer Internet,Online lending platform,Gurugram,Omidyar Network,Private Equity,10000000.0
3092,2016-12-13,2016.0,12.0,GoComet,Logistics,Marketplace for International Freight,Mumbai,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed Funding,0.0
3093,2016-12-13,2016.0,12.0,OfBusiness,eCommerce,Online business-to-business (B2B) marketplace,Gurugram,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000.0
3094,2016-12-14,2016.0,12.0,Fitmein,Consumer Internet,Fitness Discovery & Booking platform,Delhi,"FiNC, GHV",Seed Funding,0.0
3095,2016-12-14,2016.0,12.0,Qacco,Consumer Internet,Hotel Booking platform,Gurugram,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000.0
3096,2016-12-14,2016.0,12.0,Fitpass,Consumer Internet,Fitness center aggregator & Booking mobile app,Delhi,Mumbai Angels,Seed Funding,1000000.0
3097,2016-12-14,2016.0,12.0,MoEngage,Technology,User analytics and engagement platform,Bengaluru,Anand Chandrasekaran,Seed Funding,0.0
3098,2016-12-14,2016.0,12.0,Ten3t Health,Technology,medical grade wearable patch maker,Bengaluru,"V. Krishna Prasad, Bhupen Shah & Others",Seed Funding,0.0
3099,2016-12-14,2016.0,12.0,Trading Bells,Consumer Internet,Online Share & Commodity Broking platform,Indore,Swastika Investmart Ltd,Seed Funding,297000.0
3100,2016-12-15,2016.0,12.0,SERV’D,Consumer Internet,Financial Services For Unorganized Workforce,Pune,Digital Financial Service Lab,Seed Funding,100000.0
3101,2016-12-15,2016.0,12.0,IdeaForge,Technology,Drone Manufacturing,Mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000.0
3102,2016-12-15,2016.0,12.0,Amagi Media Labs,Technology,Media Technology Solutions,Mumbai,"Emerald Media, Premji Invest",Private Equity,35000000.0
3103,2016-12-15,2016.0,12.0,Pocket Aces,Technology,Digital Entertainment Company,Mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000.0
3104,2016-12-16,2016.0,12.0,Pi Data Centers,Technology,Cloud Data Center Solutions provider,Hyderabad,Epsilon Venture Partners,Private Equity,23000000.0
3105,2016-12-16,2016.0,12.0,TripShelf,Consumer Internet,Holiday Packages provider,Delhi,"GEMS Advisory, Quarizon",Seed Funding,123000.0
3106,2016-12-19,2016.0,12.0,Events High,Consumer Internet,Events & Activities Marketplace,Bengaluru,Axilor Ventures,Private Equity,0.0
3107,2016-12-19,2016.0,12.0,NoBroker,Consumer Internet,Rental property search portal,Bengaluru,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000.0
3108,2016-12-20,2016.0,12.0,VivoCarat,eCommerce,Online jewellery marketplace,Mumbai,Undisclosed Investors,Seed Funding,50000.0
3109,2016-12-20,2016.0,12.0,Tiyo,Consumer Internet,Doctor Search Mobile App,Kolkata,Ajith Nair,Seed Funding,0.0
3110,2016-12-20,2016.0,12.0,Zoomcar,Consumer Internet,Self-Driven Cab booking platform,Bengaluru,Cyber Carrier CL,Private Equity,0.0
3111,2016-12-20,2016.0,12.0,BYJU’s,Consumer Internet,Online Learning platform,Bengaluru,International Financial Corporation,Private Equity,15000000.0
3112,2016-12-21,2016.0,12.0,Supr Daily,Consumer Internet,Daily Subscription based Delivery service,Mumbai,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed Funding,0.0
3113,2016-12-21,2016.0,12.0,The BlueBook,Consumer Internet,online to offline marketing platform,Bengaluru,"Indian Angel Network, Let’s Venture",Seed Funding,500000.0
3114,2016-12-21,2016.0,12.0,MamaEarth,eCommerce,Babycare Products seller,Delhi,Fireside Ventures & Others,Seed Funding,0.0
3115,2016-12-21,2016.0,12.0,Vegetall,eCommerce,Online Vegetable eTailer,Chennai,The Chennai Angels,Seed Funding,162000.0
3116,2016-12-22,2016.0,12.0,Innoplexus,Technology,Data as a Service Provider,Pune,HCS Venture capital fund,Private Equity,0.0
3117,2016-12-22,2016.0,12.0,Mindler,Consumer Internet,Career Planning & Assessment platform,Delhi,Taxmann,Seed Funding,324000.0
3118,2016-12-22,2016.0,12.0,MCaffeine,eCommerce,Personal care product etailer,Bengaluru,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",Seed Funding,300000.0
3119,2016-12-23,2016.0,12.0,enKast,Technology,Cloud based CRM for Agencies,Bengaluru,Ivy League Alumni Angel Network,Private Equity,2000000.0
3120,2016-12-23,2016.0,12.0,ShopKirana,eCommerce,B2B platform for Merchants & Retailers,Indore,"Incubate Fund, Lead Angels Group & Others",Private Equity,0.0
3121,2016-12-23,2016.0,12.0,MyAdvo,Consumer Internet,Legal Advice Platform,Delhi,"Pradyumna Dalmia, S. Somasegar & Others",Seed Funding,0.0
3122,2016-12-23,2016.0,12.0,Asocon,Technology,Process management startup,Noida,Quarizon,Seed Funding,0.0
3123,2016-12-23,2016.0,12.0,LexComply,Consumer Internet,Compliance Management Software,Delhi,Ajay Relan,Seed Funding,0.0
3124,2016-12-26,2016.0,12.0,The Postbox,eCommerce,Art & Lifestyle ECommerce Store,Chennai,"The Chennai Angels, Ritesh Mehta, Aruna Ganesh Ram",Seed Funding,0.0
3125,2016-12-26,2016.0,12.0,Pandorum Technologies,Technology,3D printed experimental Human Liver tissue creator,Bengaluru,"Sachin Bansal, Binny Bansal",Seed Funding,0.0
3126,2016-12-26,2016.0,12.0,Dekkho,Consumer Internet,Video Streaming platform,Mumbai,undisclosed investors,Seed Funding,1200000.0
3127,2016-12-26,2016.0,12.0,Shadowfox,Logistics,On-Demand Delivery Service,Gurugram,Eight Roads Ventures,Private Equity,10000000.0
3128,2016-12-27,2016.0,12.0,ShopX,eCommerce,SAAS ECommerce Retail app,Bengaluru,Nandan Nilekani,Private Equity,5000000.0
3129,2016-12-28,2016.0,12.0,BookEventz,Consumer Internet,Online event-booking platform,Mumbai,"Lead Angels, Mumbai Angels, LetsVenture, Girish Mathrubootham, Anbu Pandian",Seed Funding,0.0
3130,2016-12-29,2016.0,12.0,Healthifyme,Consumer Internet,Fitness Mobile App,Bengaluru,NB Ventures,Private Equity,1000000.0
3131,2016-12-29,2016.0,12.0,LetsMD,Consumer Internet,Healthcare plan comparison platform,Delhi,"WaterBridge Ventures,",Seed Funding,0.0
3132,2016-12-29,2016.0,12.0,Justbooks,Consumer Internet,Library Chain Aggregator,Bengaluru,CoCreate Ventures,Seed Funding,0.0
3133,2016-12-30,2016.0,12.0,InstantPay,Consumer Internet,Digital payments & recharge platform,Delhi,"RB Investments,  Kaleden Holdings",Private Equity,0.0
3139,2015-01-07,2015.0,1.0,Cloudcherry Analytics,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,Undisclosed Investors,0.0
3140,2015-01-07,2015.0,1.0,HandyHome,Hyperlocal Electronics repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,Undisclosed Investors,0.0
3143,2015-01-07,2015.0,1.0,NxtGen,IT infrastructure & Data Center services,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,Undisclosed Investors,13500000.0
3144,2015-02-07,2015.0,2.0,BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,Undisclosed Investors,60000000.0
3145,2015-02-07,2015.0,2.0,Gozoomo,Used Car Marketplace,Bangalore,SAIF Partners,Private Equity,Undisclosed Investors,5000000.0
3146,2015-02-07,2015.0,2.0,Zenatix,Internet of Things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,Undisclosed Investors,0.0
3147,2015-03-07,2015.0,3.0,CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,Undisclosed Investors,6500000.0
3149,2015-03-07,2015.0,3.0,Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,Undisclosed Investors,0.0
3151,2015-04-07,2015.0,4.0,Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,Undisclosed Investors,0.0
3154,2015-06-07,2015.0,6.0,Paper Boat,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,Undisclosed Investors,30000000.0
3156,2015-07-07,2015.0,7.0,Wudstay,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,Undisclosed Investors,3000000.0
3157,2015-07-07,2015.0,7.0,Liases Foras,Real Estate Rating & Analysis,New Delhi,DMG information Asia Pacific,Private Equity,Undisclosed Investors,5000000.0
3161,2015-08-07,2015.0,8.0,Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,Undisclosed Investors,100000000.0
3162,2015-08-07,2015.0,8.0,Flytxt,Big Data & Analytics platform,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,Undisclosed Investors,11000000.0
3163,2015-08-07,2015.0,8.0,Axtria,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,Undisclosed Investors,30000000.0
3164,2015-08-07,2015.0,8.0,33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,Undisclosed Investors,0.0
3166,2015-08-07,2015.0,8.0,Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,Undisclosed Investors,470000.0
3167,2015-08-07,2015.0,8.0,Collectabillia,Celebrity Fashion Brand,Bangalore,Accel Partners,Private Equity,Undisclosed Investors,7500000.0
3168,2015-08-07,2015.0,8.0,Lendingkart,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,Undisclosed Investors,10000000.0
3169,2015-08-07,2015.0,8.0,Lybrate,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,Undisclosed Investors,10200000.0
3170,2015-08-07,2015.0,8.0,Zoomcar,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,Undisclosed Investors,11000000.0
3171,2015-09-07,2015.0,9.0, News in shorts, News Aggregator mobile app, Noida, Tiger Global,Private Equity,Undisclosed Investors,20000000.0
3172,2015-09-07,2015.0,9.0, Bluestone, Online Jewellery Store, Bangalore," IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,Undisclosed Investors,0.0
3173,2015-09-07,2015.0,9.0, Shopsity, Fashion Info Aggregator App, Gurgaon,"  Sandeep Aggarwal, Teruhide Sato ",Seed Funding, N/A,0.0
3174,2015-09-07,2015.0,9.0, Notesgen, Online Study Notes Marketplace, New Delhi," Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding, N/A,0.0
3175,2015-10-07,2015.0,10.0, Infinity Assurance, Warranty Programs Service Administration, New Delhi, Indian Angel Network,Seed Funding,Undisclosed Investors,0.0
3176,2015-10-07,2015.0,10.0, Footprints Education, Pre-School Chain, Gurgaon," LetsVenture, Kumar Bansal, Kshitij Jain ",Seed Funding,Undisclosed Investors,0.0
3177,2015-10-07,2015.0,10.0, Loylty Rewards, Premium Loyalty Rewards Point Management, Mumbai, IndianIdeas.com,Private Equity,Undisclosed Investors,19350000.0
3178,2015-07-13,2015.0,7.0, Ameyo, Contact Center Software Platform, Gurgaon, Forum Synergies PE Fund,Private Equity,Undisclosed Investors,5000000.0
3179,2015-07-13,2015.0,7.0, Mamagoto, Casual Dining restaurant Chain, New Delhi, Goldman Sachs,Private Equity,Undisclosed Investors,10000000.0
3180,2015-07-13,2015.0,7.0, Satvacart, Online Grocery Delivery, Gurgaon, Palaash Ventures,Seed Funding, N/A,0.0
3181,2015-07-14,2015.0,7.0,MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,Undisclosed Investors,10000000.0
3182,2015-07-14,2015.0,7.0,Zenify,Residential Rental management platform,Bangalore,Atul Jalan,Seed Funding, N/A,0.0
3183,2015-07-14,2015.0,7.0,Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,Undisclosed Investors,0.0
3184,2015-07-14,2015.0,7.0,HackerRank,Tech Recruitment platform,Bangalore,HR Technology fund,Private Equity,Undisclosed Investors,7500000.0
3185,2015-07-14,2015.0,7.0,WickedRide,Bike Rental Platform,Bangalore,Undisclosed,Seed Funding,Undisclosed Investors,0.0
3186,2015-07-14,2015.0,7.0,WoWexpress,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,Undisclosed Investors,0.0
3187,2015-07-15,2015.0,7.0,Oyo Rooms,Budget Hotel Accommodation,Gurgaon,"Softbank, Sequoia Capital",Private Equity,Undisclosed Investors,100000000.0
3188,2015-07-15,2015.0,7.0,Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,Undisclosed Investors,2300000.0
3190,2015-07-15,2015.0,7.0,Roadrunnr,Hyper local logistics platform,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,Undisclosed Investors,11000000.0
3191,2015-07-16,2015.0,7.0,Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,Undisclosed Investors,0.0
3192,2015-07-17,2015.0,7.0,QuikWallet,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,Undisclosed Investors,1600000.0
3193,2015-07-17,2015.0,7.0,Omnikart,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,Undisclosed Investors,0.0
3194,2015-07-20,2015.0,7.0,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,Undisclosed Investors,15000000.0
3195,2015-07-20,2015.0,7.0,Innoviti,Payment Solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,Undisclosed Investors,4850000.0
3197,2015-07-21,2015.0,7.0,Joy by nature,Organic Food ecommerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,Undisclosed Investors,1000000.0
3198,2015-07-22,2015.0,7.0,Iqlect,Big Data & Analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,Undisclosed Investors,2000000.0
3199,2015-07-22,2015.0,7.0,deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,Undisclosed Investors,30000000.0
3200,2015-07-23,2015.0,7.0,Nestaway,Luxury Rental Homes,Bangalore,"Flipkart, Tiger Global",Private Equity,Undisclosed Investors,12750000.0
3202,2015-07-23,2015.0,7.0,Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,Undisclosed Investors,0.0
3204,2015-07-23,2015.0,7.0,MedGenome,Clinical Genomics Provider,Bangalore,Sequoia Capital,Private Equity,Undisclosed Investors,20000000.0
3205,2015-07-23,2015.0,7.0,HolidayIQ,Travel information portal,Bangalore,MakeMyTrip,Private Equity,Undisclosed Investors,15000000.0
3206,2015-07-23,2015.0,7.0,Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,Undisclosed Investors,1000000.0
3207,2015-07-23,2015.0,7.0,Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,Undisclosed Investors,60000000.0
3209,2015-07-24,2015.0,7.0,BroEx,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,Undisclosed Investors,1000000.0
3211,2015-07-25,2015.0,7.0,CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,Undisclosed Investors,15000000.0
3212,2015-07-27,2015.0,7.0,ManageMySpa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,Undisclosed Investors,6000000.0
3216,2015-07-28,2015.0,7.0,Pepperfry,Online home décor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,Undisclosed Investors,100000000.0
3217,2015-07-28,2015.0,7.0,Flipkart.com,Online Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,Undisclosed Investors,700000000.0
3218,2015-07-28,2015.0,7.0,Opinio,Hyperlocal food & grocery store,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,Undisclosed Investors,0.0
3219,2015-07-28,2015.0,7.0,Zoctr,Health-Tech platform,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,Undisclosed Investors,0.0
3220,2015-07-29,2015.0,7.0,Zimmber,Hyperlocal Handyman Services,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,Undisclosed Investors,2000000.0
3221,2015-07-29,2015.0,7.0,trueHb,Medical Tech Instruments,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,Undisclosed Investors,0.0
3222,2015-07-29,2015.0,7.0,Zovi.com / Little App,Hyperlocal Deals Marketplace,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,Undisclosed Investors,50000000.0
3223,2015-07-29,2015.0,7.0,Swajal,Innovative Water Solutions,Gurgaon,Abhishek Gupta,Private Equity,Undisclosed Investors,1200000.0
3224,2015-07-30,2015.0,7.0,Pipa Bella,Online Jewelry Store,Mumbai,LionRock Capital,Private Equity,Undisclosed Investors,600000.0
3225,2015-07-30,2015.0,7.0,Pragmatix,Business intelligence & Analytics,Mumbai,SIDBI Venture Capital Ltd,Private Equity,Undisclosed Investors,2400000.0
3226,2015-07-30,2015.0,7.0,Droom.in,Used Vehicle Marketplace,New Delhi,"Lightbox Ventures, Beenos",Private Equity,Undisclosed Investors,16000000.0
3227,2015-07-30,2015.0,7.0,MadRat Games,Educational Board Games,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,Undisclosed Investors,0.0
3228,2015-07-30,2015.0,7.0,Noodle Play,Chinese food delivery,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,Undisclosed Investors,0.0
3231,2015-07-31,2015.0,7.0,LazyLad,Hyperlocal Grocery App,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,Undisclosed Investors,500000.0
3233,2015-07-31,2015.0,7.0,Prothom ,Hasbro Toy Manufacturer,Pune,Oliphabs Capital,Private Equity,Undisclosed Investors,2000000.0
3234,2015-07-31,2015.0,7.0,Bona Vita,Travel Tech,Gurgaon,MakeMyTrip,Private Equity,Undisclosed Investors,5000000.0
3238,2015-01-09,2015.0,1.0,TOFlo,FinTech Startup Incubation platform,Mumbai,Tania Johny Palathinkal,Seed Funding,Undisclosed Investors,0.0
3240,2015-01-09,2015.0,1.0,Stylecracker,Personalized Styling platform,Mumbai,Group of HNI investors,Private Equity,Undisclosed Investors,1000000.0
3241,2015-01-09,2015.0,1.0,Luxuryhues,Luxury goods  Shopping Platform,Gurgaon,Reliance Capital,Private Equity,Undisclosed Investors,900000.0
3243,2015-02-09,2015.0,2.0,Zivame,Online Lingerie Marketplace,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,Undisclosed Investors,40000000.0
3244,2015-02-09,2015.0,2.0,Capillary Tech,Cloud software solutions,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,Undisclosed Investors,45000000.0
3245,2015-03-09,2015.0,3.0,Jobspire,Job Search Platform,Bangalore,Purvi Capital,Seed Funding,Undisclosed Investors,0.0
3247,2015-03-09,2015.0,3.0,Vistaar Finance,Small Business Financing (NBFC),Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,Undisclosed Investors,0.0
3249,2015-04-09,2015.0,4.0,Clapsnslaps,Online Movie Review Platform,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,Undisclosed Investors,0.0
3250,2015-04-09,2015.0,4.0,Blubox,ECommerce Brands’ Full Service Agency,Mumbai,Ashish Jhalani,Seed Funding,Undisclosed Investors,0.0
3251,2015-04-09,2015.0,4.0,RoomCentral,Cloud-based Hotel Booking Platform,Bangalore,Karanpal Singh,Seed Funding,Undisclosed Investors,0.0
3252,2015-07-09,2015.0,7.0,YouthKiAwaaz,Community Driven News/Views Platform,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,Undisclosed Investors,0.0
3253,2015-07-09,2015.0,7.0,Prozo,Study Material Marketplace,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,Undisclosed Investors,0.0
3254,2015-07-09,2015.0,7.0,Zomato,Restaurant Ratings & Reviews platform,Gurgaon,"Temasek, Vy Capital",Private Equity,Undisclosed Investors,60000000.0
3255,2015-07-09,2015.0,7.0,Sahayog Dairy,Dairy Based Product Manufacturer,Bhopal,Acumen Fund,Private Equity,Undisclosed Investors,1800000.0
3256,2015-08-09,2015.0,8.0,MockBank,Government Test Preparation platform,Bangalore,Blume Ventures,Seed Funding,Undisclosed Investors,0.0
3259,2015-10-09,2015.0,10.0,OnlineTyari,Multilingual Test Preparation Platform,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,Undisclosed Investors,770000.0
3260,2015-10-09,2015.0,10.0,IndustryBuying,Industrial Tools Marketplace,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,Undisclosed Investors,9200000.0
3261,2015-10-09,2015.0,10.0,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,Undisclosed Investors,0.0
3262,2015-11-09,2015.0,11.0,FitMeIn,Gym & Fitness Studios Subscription platform,New Delhi,Green House Ventures,Seed Funding,Undisclosed Investors,0.0
3266,2015-12-09,2015.0,12.0,CredR,Used Vehicles Marketplace,Mumbai,Eight Road Ventures,Private Equity,Undisclosed Investors,15000000.0
3268,2015-09-14,2015.0,9.0,CanvasFlip,Mobile App testing platform,Hyderabad,Bessemer Venture Partners,Seed Funding,Undisclosed Investors,0.0
3269,2015-09-14,2015.0,9.0,Shadowfax,Hyperlocal Delivery Services,Gurgaon,Eight Roads Ventures,Private Equity,Undisclosed Investors,9000000.0
3270,2015-09-14,2015.0,9.0,UE Life Sciences,Early Cancer Detection Solutions,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,Undisclosed Investors,3000000.0
3271,2015-09-14,2015.0,9.0,Ola Cabs,Cab rental Mobile app,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,Undisclosed Investors,225000000.0
3272,2015-09-15,2015.0,9.0,Coverfox,Online Insurance Distribution Platform,Mumbai,Cataraman Ventures,Private Equity,Undisclosed Investors,2000000.0
3273,2015-09-15,2015.0,9.0,MoEngage,Mobile Marketing Automation Platform,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,Undisclosed Investors,4250000.0
3275,2015-09-15,2015.0,9.0,Tea Trails,Chain of Tea Café’s,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,Undisclosed Investors,0.0
3276,2015-09-15,2015.0,9.0,Room on Call,Branded Budget Hotel Marketplace,Noida,Payal Syal,Seed Funding,Undisclosed Investors,0.0
3278,2015-09-16,2015.0,9.0,ChaiPoint,Food Subscription platform,Bangalore,Eight Roads Ventures,Private Equity,Undisclosed Investors,10000000.0
3279,2015-09-16,2015.0,9.0,WedmeGood.com,Wedding Planning Platform,Gurgaon,Indian Angel Network,Seed Funding,Undisclosed Investors,0.0
3280,2015-09-16,2015.0,9.0,XSTOK,B2B Mobile Auction Marketplace,Mumbai,Oliphans Capital,Seed Funding,Undisclosed Investors,0.0
3283,2015-09-17,2015.0,9.0,YepMe,Private label Fashion eTailer,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,Undisclosed Investors,75000000.0
3284,2015-09-17,2015.0,9.0,Bueno,Online Food ordering & delivery,Gurgaon,High Networth Individuals (No details),Seed Funding,Undisclosed Investors,0.0
3285,2015-09-18,2015.0,9.0,Plabro,Real Estate Broker Platform App,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,Undisclosed Investors,0.0
3286,2015-09-18,2015.0,9.0,CureJoy,Online Health & Wellness platform,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,Undisclosed Investors,1150000.0
3287,2015-09-18,2015.0,9.0,Briston Technomach,Internet of Things platform,New Delhi,Undisclosed,Seed Funding,Undisclosed Investors,0.0
3288,2015-09-18,2015.0,9.0,LabStreet,Diagnostic Labs aggregator platform,Gurgaon,Multiple investors,Seed Funding,Undisclosed Investors,0.0
3290,2015-09-21,2015.0,9.0,Portea Medical,Home Medical Care Services,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,Undisclosed Investors,0.0
3291,2015-09-21,2015.0,9.0,Neotrade Analytics,Real-Time stock data platform,Bangalore,Rainmatter,Seed Funding,Undisclosed Investors,0.0
3293,2015-09-21,2015.0,9.0,LafaLafa,coupons and cashback aggregator app,Mumbai,500 Startups,Seed Funding,Undisclosed Investors,125000.0
3296,2015-09-22,2015.0,9.0,Bestdealfinance,Financial Services Portal,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,Undisclosed Investors,3000000.0
3299,2015-09-22,2015.0,9.0,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Bangalore,Swarnim Multiventures,Private Equity,Undisclosed Investors,800000.0
3300,2015-09-22,2015.0,9.0,Furdo,Online Interior Designing platform,Bangalore,Bhavdeep Reddy,Seed Funding,Undisclosed Investors,0.0
3301,2015-09-22,2015.0,9.0,LogiNext,End-to-end Logistics platform,Mumbai,Paytm,Private Equity,Undisclosed Investors,10000000.0
3302,2015-09-22,2015.0,9.0,Korra,Private Label Apparel sales,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,Undisclosed Investors,0.0
3305,2015-09-23,2015.0,9.0,SilverPush,Cross-device retargeting platform,Gurgaon / SFO,M&S Partners,Private Equity,Undisclosed Investors,1200000.0
3306,2015-09-23,2015.0,9.0,Juggernaut,Digital & Physical Publishing platform,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,Undisclosed Investors,2250000.0
3307,2015-09-23,2015.0,9.0,InnerChef,Food Delivery Platform,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,Undisclosed Investors,1750000.0
3308,2015-09-24,2015.0,9.0,Quintype,Data Driven Publishing platform,Bangalore,Raghav Bahl,Private Equity,Undisclosed Investors,0.0
